order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,payment_sequential,payment_type,payment_installments,payment_value,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,month,total_spend,total_orders,segment
9883744c6400cfad8a620ddb82b9793c,df7f0c302322f4a233a07fb9cbddb46c,delivered,2018-05-02 10:19:23,2018-05-02 10:34:27,2018-05-07 11:32:00,2018-05-08 21:06:05,2018-05-24 00:00:00,7dd163b8e3d4e09daa9e16091dd6dd26,4002,sao paulo,SP,1,credit_card,2,271.24,2,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-05-08 10:31:25,119.9,15.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,6e81ec010c1cf88bb49eefc15e6ba8ae,5,super recomendo,Fui muito bem atendida,2018-05-09 00:00:00,2018-05-21 18:01:40,2018-05,542.48,1,High
4e16f71b2a5ddc0266f9ddfdfd0bcfba,0e6c54c40385920c74542f153754aca6,delivered,2018-07-22 18:58:10,2018-07-27 23:30:54,2018-07-24 15:09:00,2018-07-27 16:46:38,2018-08-06 00:00:00,4ee553fa4da24e46926241e4a67812b0,6719,cotia,SP,1,boleto,1,134.63,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-07-26 06:05:30,118.7,15.93,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,f07db014a097bea9fe8a8b66d4e3e531,5,Satisfação do Cliente,"Muito bom, recomendo, tudo dentro do prazo!!!",2018-08-01 00:00:00,2018-08-04 18:24:21,2018-07,134.63,1,Medium
9b3149eabe3d80fae592727f31f103dd,fef6c42a548fafc4067121c4aec427dc,delivered,2018-04-12 14:57:23,2018-04-12 15:53:17,2018-04-16 16:23:54,2018-04-27 00:04:27,2018-05-08 00:00:00,b632522ffdc2b9df6e718ed1f9193949,39100,diamantina,MG,1,credit_card,2,136.4,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-04-18 15:53:17,117.7,18.7,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,9edab6ec506c1f99c60abc389b36908a,4,muito bom ,Excelente produto muito bom ,2018-04-28 00:00:00,2018-04-28 09:45:58,2018-04,136.4,1,Medium
ae4e0cbfa9ba0080cd373da8827352a5,eacfda830d840277dee29c60e86c7157,delivered,2018-06-08 13:01:51,2018-06-08 13:16:23,2018-06-14 12:42:00,2018-06-22 20:48:26,2018-07-04 00:00:00,f0b8398a3f7ec5426f5cc20d3e36695c,37950,sao sebastiao do paraiso,MG,1,credit_card,5,138.62,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-06-14 13:16:23,119.9,18.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,f9579ced965208cfac570d14cee7cbb6,5,Muito bom,Produto perfeito,2018-06-23 00:00:00,2018-06-24 00:45:14,2018-06,138.62,1,Medium
706617489351ee37878ad03403622f41,52c3ac2dfd7f5cf22a3c521ef11dafc7,delivered,2018-08-06 16:29:44,2018-08-06 16:44:28,2018-08-07 15:24:00,2018-08-09 20:24:27,2018-08-17 00:00:00,e936b5a035e2b0505863a9aa31f32280,14500,ituverava,SP,1,credit_card,5,135.82,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-08-08 16:44:28,116.9,18.92,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,8e3caf3f5fc6e80bd9b973078bc59b8b,4,Bom,Chegou antes do prazo previsto.,2018-08-10 00:00:00,2018-08-10 23:39:06,2018-08,135.82,1,Medium
c54125146b0e42fbe85ada6802c51f30,eb1992e3905f9f9085b031e36b98e4dc,delivered,2018-08-12 15:37:11,2018-08-12 15:50:11,2018-08-13 15:19:00,2018-08-16 21:42:05,2018-08-27 00:00:00,087c3d4ea19cbc0a3cf624d69ae9dd54,83707,araucaria,PR,1,credit_card,5,134.65,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-08-14 15:50:11,116.9,17.75,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,d08d99cb6bae0570ed99dbb6075a1231,4,Vezzo não é mais o mesmo,"Com a venda e a entrega, tudo ótimo. O prazo foi menor que o estipulado, mas, infelizmente, o perfume já não é mais o mesmo. Fiquei uns 15 anos sem comprar e a fragrância mudou. Que pena! Ficou comum.",2018-08-17 00:00:00,2018-08-20 15:40:09,2018-08,134.65,1,Medium
c9359e6f27fbe7d1397c40031341540c,2cda6ebc70f0a9119ac4b8dcee2fa730,delivered,2018-08-04 21:34:50,2018-08-04 21:45:12,2018-08-06 14:50:00,2018-08-08 17:25:32,2018-08-16 00:00:00,cdba925154e66b0ba42ca157d5e97688,14882,jaboticabal,SP,1,debit_card,1,135.82,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-08-06 21:45:12,116.9,18.92,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,b7f08f9d7ed0313b609dbe2056302ea3,5,Entrega Top,"A entrega estava prevista para 16/08 e foi entregue em 08/08!!!!!!

Excelente, produto chegou intacto!",2018-08-09 00:00:00,2018-08-09 21:30:20,2018-08,135.82,1,Medium
c7cf98eae37902869c4e92aeb9db5c72,c534c99a1c06a1402fb806d20a4bef1a,delivered,2018-05-05 16:59:55,2018-05-05 17:10:26,2018-05-07 12:55:00,2018-05-11 00:34:48,2018-05-30 00:00:00,764b13e9fafd8333ee0cb00383f9f3db,19806,assis,SP,1,credit_card,5,138.62,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-05-10 17:10:26,119.9,18.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,1da9480ab2624a08e6ab20fd7c34f20a,5,Excelente.,"Produto com preço bom, todo processo de compra foi excelente.",2018-05-11 00:00:00,2018-06-07 23:21:24,2018-05,138.62,1,Medium
a49703fda0b42ab0a87e062624ea2f43,bb4d4bc4ae2ade2dfb029a85170842c3,delivered,2018-08-04 13:45:37,2018-08-05 13:44:23,2018-08-06 14:50:00,2018-08-13 17:36:48,2018-08-21 00:00:00,fd4043cd087bfe91024341ffa897a900,45980,prado,BA,1,credit_card,5,139.65,1,595fac2a385ac33a80bd5114aec74eb8,289cdb325fb7e7f891c38608bf9e0962,2018-08-07 13:44:23,116.9,22.75,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,c4209281d1883e3d970e2cf7847c06a3,1,Produto falsificado,"A embalagem do perfume é original, mas a essência não. Uso o Vezzo a mais de 10 anos. O produto que recebi é pirata. Vou atrás dos meus direitos de consumidora. Quero o perfume certo ou meu dinheiro.",2018-08-14 00:00:00,2018-08-15 18:30:58,2018-08,139.65,1,Medium
680c9251875caf7afd565340a52e89f7,c4c3372671aab4ba29e3e410ed8fc5e3,delivered,2018-04-20 13:33:18,2018-04-24 18:38:48,2018-04-25 08:54:00,2018-04-27 23:21:07,2018-05-21 00:00:00,6e4188c01246d30b20d17a1ed42094fe,20030,rio de janeiro,RJ,1,credit_card,4,126.47,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-04-26 14:32:39,117.7,8.77,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,8d00f520e916608dc2a8cf589af21e58,5,Satisfeito ,A entrega foi realizada muito antes do prazo informado! ,2018-04-28 00:00:00,2018-04-29 02:44:02,2018-04,126.47,1,Medium
29c88c6937109e7ec1b966de34b9da0a,754b71f2bedd2ae365797d5edc09bd64,delivered,2018-05-14 21:14:44,2018-05-15 08:53:01,2018-05-18 12:45:00,2018-05-21 21:38:21,2018-05-30 00:00:00,a26e79860743c5a17e57fcbe42d9629d,5101,sao paulo,SP,1,credit_card,1,135.62,1,595fac2a385ac33a80bd5114aec74eb8,ef0ace09169ac090589d85746e3e036f,2018-05-18 08:53:01,119.9,15.72,perfumaria,29.0,178.0,1.0,400.0,19.0,13.0,19.0,3709922094d8cd6207aaba7659cb4735,5,10,Muito bom,2018-05-22 00:00:00,2018-05-23 02:24:36,2018-05,135.62,1,Medium
27687629d1e64c201354bd2599e86782,b01592e974c5b73b5adc1cafc1ebb7e9,delivered,2018-05-22 18:47:34,2018-05-22 19:17:09,2018-05-23 12:23:00,2018-06-04 14:55:57,2018-06-11 00:00:00,2d51fb14470de565e7930d56becb3f45,1021,sao paulo,SP,1,credit_card,1,177.89,1,aa4383b373c6aca5d8797843e5594415,d921b68bf747894be13a97ae52b0f386,2018-05-24 19:17:09,158.9,18.99,automotivo,46.0,232.0,1.0,420.0,24.0,19.0,21.0,b891ac590ac732ccd0ef95b533102e64,5,excelente,"chegou antes do esperado, mesmo com a greve.
embalagem perfeita para presente e nem solicitei.",2018-06-05 00:00:00,2018-06-05 18:24:46,2018-05,177.89,1,Medium
48f38d47fa3e594216cbf679a60dc4fc,30ed79b25a04e922d54d369153264d35,delivered,2018-05-19 11:57:03,2018-05-19 12:19:24,2018-05-21 11:24:00,2018-06-08 13:06:55,2018-06-12 00:00:00,153a646db0c8f82497a04a24ca556fd7,91710,porto alegre,RS,1,credit_card,1,78.26,1,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,2018-05-22 12:19:24,23.9,15.23,papelaria,38.0,316.0,4.0,250.0,51.0,15.0,15.0,3dae9602a51dc8d3718190a02d8137d2,5,Ótima negociação. ,Até hoje ainda na tive problemas com compras nas lojas lannister. Muito boa compra.,2018-06-09 00:00:00,2018-06-11 23:26:36,2018-05,156.52,1,Medium
48f38d47fa3e594216cbf679a60dc4fc,30ed79b25a04e922d54d369153264d35,delivered,2018-05-19 11:57:03,2018-05-19 12:19:24,2018-05-21 11:24:00,2018-06-08 13:06:55,2018-06-12 00:00:00,153a646db0c8f82497a04a24ca556fd7,91710,porto alegre,RS,1,credit_card,1,78.26,2,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,2018-05-22 12:19:24,23.9,15.23,papelaria,38.0,316.0,4.0,250.0,51.0,15.0,15.0,3dae9602a51dc8d3718190a02d8137d2,5,Ótima negociação. ,Até hoje ainda na tive problemas com compras nas lojas lannister. Muito boa compra.,2018-06-09 00:00:00,2018-06-11 23:26:36,2018-05,156.52,1,Medium
896b228e1623e6b8f20f2b3782750d48,6099b4a3bbcc0a01fb20ff6cab0289e3,delivered,2018-07-27 18:27:18,2018-07-27 18:44:10,2018-07-30 12:55:00,2018-07-31 22:23:35,2018-08-06 00:00:00,aa1c9c908a46198cf8b8fdc5c8037688,1007,sao paulo,SP,1,credit_card,2,36.96,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2018-07-31 18:44:10,29.49,7.47,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,7c1ed09efc1b29f8f93add04d312381c,1,Não funciona ,"O mini scanner não esta funcionando, preciso fazer a troca do produto",2018-08-01 00:00:00,2018-08-01 19:12:15,2018-07,36.96,1,Low
6adcecbe14853c4a59e88f497152d83c,c702d44160f436c39dc122a2c9e22d2e,delivered,2018-06-21 22:59:57,2018-06-23 02:36:08,2018-06-25 08:05:00,2018-07-04 12:31:51,2018-07-20 00:00:00,327ff3d5520c8dfd8b296d95d6335a6e,86970,corumbatai do sul,PR,1,boleto,1,45.78,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2018-06-26 02:31:26,27.49,18.29,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,d9be618210a4ba7b92dd6eaa0b102a52,5,Muito bom,Produto muito bom para pequenos diagnósticos do veiculo. recomendo...,2018-07-05 00:00:00,2018-07-05 16:02:56,2018-06,45.78,1,Low
61c724e40941762318a52917a4acc55c,863f773a96fc2d7e114f0bdad46252c9,delivered,2018-07-17 15:04:48,2018-07-17 15:21:20,2018-07-18 09:34:00,2018-07-19 15:56:37,2018-07-25 00:00:00,14961d58484df87472adb554ab7d14be,2366,sao paulo,SP,1,credit_card,1,34.94,1,4520766ec412348b8d4caa5e8a18c464,16090f2ca825584b5a147ab24aa30c86,2018-07-19 15:21:20,27.49,7.45,automotivo,59.0,956.0,1.0,50.0,16.0,16.0,17.0,cb0cac070163cf0a94d9bdf5a544cdcd,1,"Odiei, saí no prejuízo ","O CD que acompanha o produto veio rachado mesmo com a embalagem lacrada. Estou tentando efetuar a troca desde do dia da entrega, e nunca consegui e pelo visto não vou conseguir. Não recomendo.",2018-07-20 00:00:00,2018-07-23 00:36:14,2018-07,34.94,1,Low
a65d018a7a1122b4312c742d7107e021,724eba516ed0739bd049fb295ce929c0,delivered,2018-05-28 08:28:44,2018-05-29 03:14:44,2018-06-12 14:04:00,2018-06-13 19:42:01,2018-07-03 00:00:00,a39a93bd006283afee84dfea1b693f60,12245,sao jose dos campos,SP,1,boleto,1,178.88,1,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,2018-06-14 03:14:44,159.99,18.89,moveis_escritorio,45.0,527.0,1.0,9750.0,42.0,41.0,42.0,bb9bcc396c40753cfa347ea5d118afee,3,Muito bom,"O produto chegou antes do prazo, porém veio bem sujo e manchado. ",2018-06-14 00:00:00,2018-06-15 00:30:28,2018-05,178.88,1,Medium
20824f4d96365315a1f191746a385a0c,4fb548a2a29046f4b1d54477725ee8d3,delivered,2018-05-22 22:24:43,2018-05-22 22:38:03,2018-05-23 13:04:00,2018-06-04 18:17:30,2018-06-08 00:00:00,9987f41c2041e5225f9813f3dfb1c755,11530,cubatao,SP,1,credit_card,3,32.69,1,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,2018-05-28 22:38:03,19.9,12.79,cama_mesa_banho,52.0,155.0,1.0,200.0,16.0,10.0,16.0,1937557c43952cfaafa9474b8a0a0f2d,5,super recomendo ,Parabéns pela respeito ao consumidor ! ,2018-06-05 00:00:00,2018-06-06 16:48:38,2018-05,32.69,1,Low
33204aca443f9855e3b8451d179a81a5,2079b31eb86ac16ea4970c754c032393,delivered,2018-05-29 16:26:35,2018-05-29 16:51:33,2018-06-01 10:46:00,2018-06-07 12:12:54,2018-06-29 00:00:00,731b6314516a598385b99728a73345ec,11661,caraguatatuba,SP,1,credit_card,6,74.47,2,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,2018-06-06 16:51:33,19.9,12.79,cama_mesa_banho,52.0,155.0,1.0,200.0,16.0,10.0,16.0,2bbd1864fdf8c57b7ffff53d2ca4df04,5,Super recomendo,"Excelente produto, entrega antes do esperado",2018-06-08 00:00:00,2018-06-11 12:10:48,2018-05,148.94,1,Medium
33204aca443f9855e3b8451d179a81a5,2079b31eb86ac16ea4970c754c032393,delivered,2018-05-29 16:26:35,2018-05-29 16:51:33,2018-06-01 10:46:00,2018-06-07 12:12:54,2018-06-29 00:00:00,731b6314516a598385b99728a73345ec,11661,caraguatatuba,SP,1,credit_card,6,74.47,1,ea0e3d94bcd573d99c06fc115d82500f,1835b56ce799e6a4dc4eddc053f04066,2018-06-06 16:51:33,28.99,12.79,cama_mesa_banho,57.0,393.0,1.0,550.0,16.0,10.0,16.0,2bbd1864fdf8c57b7ffff53d2ca4df04,5,Super recomendo,"Excelente produto, entrega antes do esperado",2018-06-08 00:00:00,2018-06-11 12:10:48,2018-05,148.94,1,Medium
c6145367b8875991548124ffeb6d11d3,5cd3ba919ef4f8bd611fe4f2b4ba9f9e,delivered,2018-05-08 17:54:09,2018-05-08 18:14:26,2018-05-09 14:22:00,2018-05-18 14:22:18,2018-06-18 00:00:00,7836f08f708ea6b6c44204ea95a1e4b0,21241,rio de janeiro,RJ,1,credit_card,1,76.36,1,10adb53d8faa890ca7c2f0cbcb68d777,1900267e848ceeba8fa32d80c1a5f5a8,2018-05-14 18:14:26,19.9,3.31,cama_mesa_banho,52.0,155.0,1.0,200.0,16.0,10.0,16.0,266d46166f2642011b1909c9d4cd779d,2,as cores não corresponde,"comprei o produto pela cor ilustrada pelo site da loja americana, no site mostra ser preto http://prntscr.com/jkx7hr quando o produto chegou aqui veio todos com a mesma cor, tabaco http://prntscr.com/",2018-05-19 00:00:00,2018-05-22 01:23:40,2018-05,152.72,1,Medium
c6145367b8875991548124ffeb6d11d3,5cd3ba919ef4f8bd611fe4f2b4ba9f9e,delivered,2018-05-08 17:54:09,2018-05-08 18:14:26,2018-05-09 14:22:00,2018-05-18 14:22:18,2018-06-18 00:00:00,7836f08f708ea6b6c44204ea95a1e4b0,21241,rio de janeiro,RJ,1,credit_card,1,76.36,2,52817a1b17d101c0656923254b92aed8,602044f2c16190c2c6e45eb35c2e21cb,2018-05-14 18:14:26,20.0,33.15,cama_mesa_banho,53.0,165.0,1.0,150.0,16.0,10.0,15.0,266d46166f2642011b1909c9d4cd779d,2,as cores não corresponde,"comprei o produto pela cor ilustrada pelo site da loja americana, no site mostra ser preto http://prntscr.com/jkx7hr quando o produto chegou aqui veio todos com a mesma cor, tabaco http://prntscr.com/",2018-05-19 00:00:00,2018-05-22 01:23:40,2018-05,152.72,1,Medium
dcb36b511fcac050b97cd5c05de84dc3,3b6828a50ffe546942b7a473d70ac0fc,delivered,2018-06-07 19:03:12,2018-06-12 23:31:02,2018-06-11 14:54:00,2018-06-21 15:34:32,2018-07-04 00:00:00,ccafc1c3f270410521c3c6f3b249870f,74820,goiania,GO,1,credit_card,10,146.45,1,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,2018-06-18 18:59:02,132.4,14.05,perfumaria,39.0,991.0,3.0,150.0,20.0,20.0,20.0,5a8608437f4b52bec5cd143f37258b5e,5,Nota dez,Obrigado pela atenção. Lojas lannister perfeito em tudo.,2018-07-03 00:00:00,2018-07-03 15:10:07,2018-06,146.45,1,Medium
